Company Sp. z o.o.             Advance Tax Return: Report Date 01.01.2015 to 31.12.2999             Time 16:01:26     Date  27.04.2015
Warsaw            Ledger 0L                                                                   RUMUFDV01/S.PACZKOWSKA Page           1


		Output tax: Line items

			Type		DocumentNo		Reference		Pstng Date		Doc. Date	Rep. Date		Document Header Text		Customer		Business PartnerName		Name 2	Street	City	PostalCode	G/L	ISO	Tax Number 3	VAT Registration No.	Trs	Tx	Description	Rate	           Gross amount	        Tax base amount	 Output Tax Pay.	Tax acct
			RV		8100002438		1000002367		04.04.2015		04.04.2015	04.04.2015				51076892								70700000			5272677736	MWS	A8	Output tax 23%	 23,000	-18,00	-14,63	-3,37	44270000
			RV		8100002438		1000002367		04.04.2015		04.04.2015	04.04.2015				51076892								70700000			5272677736	MWS	A8	Output tax 23%	 23,000	-9,00	-7,32	-1,68	44270000
			RV		8100002438		1000002367		04.04.2015		04.04.2015	04.04.2015				51076892								70700000			5272677736	MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100002439		1000002369		04.04.2015		04.04.2015	04.04.2015				51965074								70700000				MWS	A8	Output tax 23%	 23,000	-19,59	-15,93	-3,66	44270000
			RV		8100002439		1000002369		04.04.2015		04.04.2015	04.04.2015				51965074								70700000				MWS	A8	Output tax 23%	 23,000	-25,01	-20,33	-4,68	44270000
			RV		8100002439		1000002369		04.04.2015		04.04.2015	04.04.2015				51965074								70700000				MWS	A2	Output tax 8%	  8,000	-57,00	-52,78	-4,22	44270000
			RV		8100002439		1000002369		04.04.2015		04.04.2015	04.04.2015				51965074								70700000				MWS	A8	Output tax 23%	 23,000	-26,00	-21,14	-4,86	44270000
			RV		8100002439		1000002369		04.04.2015		04.04.2015	04.04.2015				51965074								70700000				MWS	A8	Output tax 23%	 23,000	-34,00	-27,64	-6,36	44270000
			RV		8100002440		1000002370		04.04.2015		04.04.2015	04.04.2015				52302273								70700000			755-10-42-848	MWS	A8	Output tax 23%	 23,000	-149,00	-121,14	-27,86	44270000
			RV		8100002441		1000002371		04.04.2015		04.04.2015	04.04.2015				52031677								70700000				MWS	A8	Output tax 23%	 23,000	-137,00	-111,38	-25,62	44270000
			RV		8100002441		1000002371		04.04.2015		04.04.2015	04.04.2015				52031677								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002442		1000002372		04.04.2015		04.04.2015	04.04.2015				52302268								70700000				MWS	A8	Output tax 23%	 23,000	-378,00	-307,32	-70,68	44270000
			RV		8100002443		1000002373		04.04.2015		04.04.2015	04.04.2015				50811814								70700000				MWS	A2	Output tax 8%	  8,000	-118,00	-109,26	-8,74	44270000
			RV		8100002444		1000002374		04.04.2015		04.04.2015	04.04.2015				52031571								70700000				MWS	A8	Output tax 23%	 23,000	-154,00	-125,20	-28,80	44270000
			RV		8100002444		1000002374		04.04.2015		04.04.2015	04.04.2015				52031571								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002445		1000002376		04.04.2015		04.04.2015	04.04.2015				51677020								70700000				MWS	A8	Output tax 23%	 23,000	-406,99	-330,89	-76,10	44270000
			RV		8100002445		1000002376		04.04.2015		04.04.2015	04.04.2015				51677020								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100002446		1000002375		04.04.2015		04.04.2015	04.04.2015				52031626								70700000				MWS	A8	Output tax 23%	 23,000	-1.647,99	-1.339,83	-308,16	44270000
			RV		8100002446		1000002375		04.04.2015		04.04.2015	04.04.2015				52031626								70700000				MWS	A8	Output tax 23%	 23,000	-5,01	-4,07	-0,94	44270000
			RV		8100002447		1000002377		04.04.2015		04.04.2015	04.04.2015				51951374								70700000				MWS	A8	Output tax 23%	 23,000	-1.149,00	-934,15	-214,85	44270000
			RV		8100002447		1000002377		04.04.2015		04.04.2015	04.04.2015				51951374								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100002448		1000002378		04.04.2015		04.04.2015	04.04.2015				51904700								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100002448		1000002378		04.04.2015		04.04.2015	04.04.2015				51904700								70700000				MWS	A8	Output tax 23%	 23,000	-1.499,00	-1.218,70	-280,30	44270000
			RV		8100002448		1000002378		04.04.2015		04.04.2015	04.04.2015				51904700								70700000				MWS	A8	Output tax 23%	 23,000	-44,00	-35,77	-8,23	44270000
			RV		8100002448		1000002378		04.04.2015		04.04.2015	04.04.2015				51904700								70700000				MWS	A8	Output tax 23%	 23,000	-990,00	-804,88	-185,12	44270000
			RV		8100002449		1000002380		04.04.2015		04.04.2015	04.04.2015				51907345								70700000				MWS	A2	Output tax 8%	  8,000	-216,00	-200,00	-16,00	44270000
			RV		8100002450		1000002379		04.04.2015		04.04.2015	04.04.2015				52302274								70700000				MWS	A8	Output tax 23%	 23,000	-26,00	-21,14	-4,86	44270000
			RV		8100002450		1000002379		04.04.2015		04.04.2015	04.04.2015				52302274								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002451		1000002390		04.04.2015		04.04.2015	04.04.2015				52031081								70700000				MWS	A8	Output tax 23%	 23,000	-399,00	-324,39	-74,61	44270000
			RV		8100002452		1000002383		04.04.2015		04.04.2015	04.04.2015				52012398								70700000				MWS	A8	Output tax 23%	 23,000	-48,90	-39,76	-9,14	44270000
			RV		8100002452		1000002383		04.04.2015		04.04.2015	04.04.2015				52012398								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002453		1000002381		04.04.2015		04.04.2015	04.04.2015				51699806								70700000				MWS	A8	Output tax 23%	 23,000	-479,00	-389,43	-89,57	44270000
			RV		8100002453		1000002381		04.04.2015		04.04.2015	04.04.2015				51699806								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002454		1000002382		04.04.2015		04.04.2015	04.04.2015				52031233								70700000				MWS	A8	Output tax 23%	 23,000	-179,00	-145,53	-33,47	44270000
			RV		8100002454		1000002382		04.04.2015		04.04.2015	04.04.2015				52031233								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002455		1000002385		04.04.2015		04.04.2015	04.04.2015				52031903								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100002455		1000002385		04.04.2015		04.04.2015	04.04.2015				52031903								70700000				MWS	A8	Output tax 23%	 23,000	-54,99	-44,71	-10,28	44270000
			RV		8100002455		1000002385		04.04.2015		04.04.2015	04.04.2015				52031903								70700000				MWS	A8	Output tax 23%	 23,000	-56,00	-45,53	-10,47	44270000
			RV		8100002455		1000002385		04.04.2015		04.04.2015	04.04.2015				52031903								70700000				MWS	A8	Output tax 23%	 23,000	-112,19	-91,21	-20,98	44270000
			RV		8100002456		1000002384		04.04.2015		04.04.2015	04.04.2015				51853002								70700000				MWS	A8	Output tax 23%	 23,000	-52,19	-42,43	-9,76	44270000
			RV		8100002456		1000002384		04.04.2015		04.04.2015	04.04.2015				51853002								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002457		1000002386		04.04.2015		04.04.2015	04.04.2015				51966406								70700000				MWS	A8	Output tax 23%	 23,000	-849,00	-690,24	-158,76	44270000
			RV		8100002457		1000002386		04.04.2015		04.04.2015	04.04.2015				51966406								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100002458		1000002387		04.04.2015		04.04.2015	04.04.2015				50332551								70700000			5591165585	MWS	A8	Output tax 23%	 23,000	-559,00	-454,47	-104,53	44270000
			RV		8100002458		1000002387		04.04.2015		04.04.2015	04.04.2015				50332551								70700000			5591165585	MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100002459		1000002388		04.04.2015		04.04.2015	04.04.2015				52031308								70700000				MWS	A8	Output tax 23%	 23,000	-39,00	-31,71	-7,29	44270000
			RV		8100002459		1000002388		04.04.2015		04.04.2015	04.04.2015				52031308								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002460		1000002389		04.04.2015		04.04.2015	04.04.2015				52031260								70700000				MWS	A8	Output tax 23%	 23,000	-53,00	-43,09	-9,91	44270000
			RV		8100002460		1000002389		04.04.2015		04.04.2015	04.04.2015				52031260								70700000				MWS	A8	Output tax 23%	 23,000	-15,01	-12,20	-2,81	44270000
			RV		8100002460		1000002389		04.04.2015		04.04.2015	04.04.2015				52031260								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100002461		1000002391		07.04.2015		07.04.2015	07.04.2015				51828041								47210000				MWS	YA	Output tax technical code	  0,000	                200,00	                200,00	           0,00	44270000
			RV		8100002461		1000002391		07.04.2015		07.04.2015	07.04.2015				51828041								70700000				MWS	A8	Output tax 23%	 23,000	-226,00	-183,74	-42,26	44270000
			RV		8100002462		1000002392		07.04.2015		07.04.2015	07.04.2015				52302224								70700000				MWS	A8	Output tax 23%	 23,000	-30,79	-25,03	-5,76	44270000
			RV		8100002462		1000002392		07.04.2015		07.04.2015	07.04.2015				52302224								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002463		1000002393		07.04.2015		07.04.2015	07.04.2015				52302201								70700000				MWS	A8	Output tax 23%	 23,000	-1.559,00	-1.267,48	-291,52	44270000
			RV		8100002463		1000002393		07.04.2015		07.04.2015	07.04.2015				52302201								70700000				MWS	A8	Output tax 23%	 23,000	-9,00	-7,32	-1,68	44270000
			RV		8100002464		1000002395		07.04.2015		07.04.2015	07.04.2015				52302226								70700000				MWS	A8	Output tax 23%	 23,000	-119,00	-96,75	-22,25	44270000
			RV		8100002464		1000002395		07.04.2015		07.04.2015	07.04.2015				52302226								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002465		1000002394		07.04.2015		07.04.2015	07.04.2015				52302210								70700000				MWS	A8	Output tax 23%	 23,000	-99,09	-80,56	-18,53	44270000
			RV		8100002465		1000002394		07.04.2015		07.04.2015	07.04.2015				52302210								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002466		1000002396		07.04.2015		07.04.2015	07.04.2015				52302215								70700000				MWS	A2	Output tax 8%	  8,000	-93,00	-86,11	-6,89	44270000
			RV		8100002467		1000002398		07.04.2015		07.04.2015	07.04.2015				52302195								70700000				MWS	A8	Output tax 23%	 23,000	-499,00	-405,69	-93,31	44270000
			RV		8100002468		1000002397		07.04.2015		07.04.2015	07.04.2015				51818208								70700000				MWS	A8	Output tax 23%	 23,000	-229,90	-186,91	-42,99	44270000
			RV		8100002468		1000002397		07.04.2015		07.04.2015	07.04.2015				51818208								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002469		1000002399		07.04.2015		07.04.2015	07.04.2015				52302222								70700000				MWS	A8	Output tax 23%	 23,000	-1.115,00	-906,50	-208,50	44270000
			RV		8100002470		1000002402		07.04.2015		07.04.2015	07.04.2015				52031928								70700000				MWS	A8	Output tax 23%	 23,000	-129,00	-104,88	-24,12	44270000
			RV		8100002471		1000002400		07.04.2015		07.04.2015	07.04.2015				52302218								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002471		1000002400		07.04.2015		07.04.2015	07.04.2015				52302218								70700000				MWS	A8	Output tax 23%	 23,000	-25,01	-20,33	-4,68	44270000
			RV		8100002472		1000002401		07.04.2015		07.04.2015	07.04.2015				52302236								70700000				MWS	A8	Output tax 23%	 23,000	-42,00	-34,15	-7,85	44270000
			RV		8100002472		1000002401		07.04.2015		07.04.2015	07.04.2015				52302236								70700000				MWS	A8	Output tax 23%	 23,000	-9,00	-7,32	-1,68	44270000
			RV		8100002473		1000002405		07.04.2015		07.04.2015	07.04.2015				52302234								70700000			8751436096	MWS	A8	Output tax 23%	 23,000	-218,00	-177,24	-40,76	44270000
			RV		8100002474		1000002404		07.04.2015		07.04.2015	07.04.2015				52302231								70700000				MWS	A8	Output tax 23%	 23,000	-129,00	-104,88	-24,12	44270000
			RV		8100002475		1000002403		07.04.2015		07.04.2015	07.04.2015				52302185								70700000				MWS	A8	Output tax 23%	 23,000	-129,00	-104,88	-24,12	44270000
			RV		8100002476		1000002406		07.04.2015		07.04.2015	07.04.2015				52302220								70700000				MWS	A8	Output tax 23%	 23,000	-109,00	-88,62	-20,38	44270000
			RV		8100002477		1000002407		07.04.2015		07.04.2015	07.04.2015				52031053								70700000				MWS	A8	Output tax 23%	 23,000	-441,00	-358,54	-82,46	44270000
			RV		8100002478		1000002408		07.04.2015		07.04.2015	07.04.2015				52302182								70700000				MWS	A8	Output tax 23%	 23,000	-189,00	-153,66	-35,34	44270000
			RV		8100002478		1000002408		07.04.2015		07.04.2015	07.04.2015				52302182								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002479		1000002415		07.04.2015		07.04.2015	07.04.2015				52302245								70700000			7431826731	MWS	A8	Output tax 23%	 23,000	-1.189,00	-966,67	-222,33	44270000
			RV		8100002480		1000002412		07.04.2015		07.04.2015	07.04.2015				52302193								70700000			7792287847	MWS	A8	Output tax 23%	 23,000	-579,99	-471,54	-108,45	44270000
			RV		8100002481		1000002414		07.04.2015		07.04.2015	07.04.2015				52302203								70700000				MWS	A8	Output tax 23%	 23,000	-137,00	-111,38	-25,62	44270000
			RV		8100002481		1000002414		07.04.2015		07.04.2015	07.04.2015				52302203								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002482		1000002413		07.04.2015		07.04.2015	07.04.2015				52302243								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002482		1000002413		07.04.2015		07.04.2015	07.04.2015				52302243								70700000				MWS	A8	Output tax 23%	 23,000	-43,00	-34,96	-8,04	44270000
			RV		8100002483		1000002411		07.04.2015		07.04.2015	07.04.2015				52302252								70700000				MWS	A8	Output tax 23%	 23,000	-558,00	-453,66	-104,34	44270000
			RV		8100002484		1000002410		07.04.2015		07.04.2015	07.04.2015				52302183								70700000				MWS	A8	Output tax 23%	 23,000	-24,42	-19,85	-4,57	44270000
			RV		8100002484		1000002410		07.04.2015		07.04.2015	07.04.2015				52302183								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002485		1000002409		07.04.2015		07.04.2015	07.04.2015				52302179								70700000				MWS	A8	Output tax 23%	 23,000	-43,30	-35,20	-8,10	44270000
			RV		8100002485		1000002409		07.04.2015		07.04.2015	07.04.2015				52302179								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002486		1000002419		07.04.2015		07.04.2015	07.04.2015				52302223								70700000				MWS	A8	Output tax 23%	 23,000	-104,00	-84,55	-19,45	44270000
			RV		8100002487		1000002420		07.04.2015		07.04.2015	07.04.2015				52302221								70700000				MWS	A8	Output tax 23%	 23,000	-200,99	-163,41	-37,58	44270000
			RV		8100002488		1000002418		07.04.2015		07.04.2015	07.04.2015				50893404								70700000				MWS	A8	Output tax 23%	 23,000	-99,00	-80,49	-18,51	44270000
			RV		8100002489		1000002416		07.04.2015		07.04.2015	07.04.2015				52302180								70700000				MWS	A8	Output tax 23%	 23,000	-65,01	-52,85	-12,16	44270000
			RV		8100002490		1000002421		07.04.2015		07.04.2015	07.04.2015				51627408								70700000				MWS	A8	Output tax 23%	 23,000	-200,99	-163,41	-37,58	44270000
			RV		8100002491		1000002423		07.04.2015		07.04.2015	07.04.2015				52302212								70700000				MWS	A8	Output tax 23%	 23,000	-117,00	-95,12	-21,88	44270000
			RV		8100002492		1000002417		07.04.2015		07.04.2015	07.04.2015				51232055								70700000				MWS	A8	Output tax 23%	 23,000	-1.151,00	-935,77	-215,23	44270000
			RV		8100002492		1000002417		07.04.2015		07.04.2015	07.04.2015				51232055								70700000				MWS	A8	Output tax 23%	 23,000	-148,01	-120,33	-27,68	44270000
			RV		8100002493		1000002422		07.04.2015		07.04.2015	07.04.2015				52302194								70700000				MWS	A8	Output tax 23%	 23,000	-8,00	-6,50	-1,50	44270000
			RV		8100002493		1000002422		07.04.2015		07.04.2015	07.04.2015				52302194								70700000				MWS	A8	Output tax 23%	 23,000	-325,00	-264,23	-60,77	44270000
			RV		8100002494		1000002427		07.04.2015		07.04.2015	07.04.2015				52302233								70700000				MWS	A8	Output tax 23%	 23,000	-328,99	-267,47	-61,52	44270000
			RV		8100002495		1000002428		07.04.2015		07.04.2015	07.04.2015				52302244								70700000				MWS	A8	Output tax 23%	 23,000	-268,00	-217,89	-50,11	44270000
			RV		8100002496		1000002425		07.04.2015		07.04.2015	07.04.2015				51265771								70700000			7772454667	MWS	A8	Output tax 23%	 23,000	-259,00	-210,57	-48,43	44270000
			RV		8100002497		1000002429		07.04.2015		07.04.2015	07.04.2015				52302181								70700000				MWS	A8	Output tax 23%	 23,000	-220,99	-179,67	-41,32	44270000
			RV		8100002497		1000002429		07.04.2015		07.04.2015	07.04.2015				52302181								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002498		1000002426		07.04.2015		07.04.2015	07.04.2015				52302172								70700000				MWS	A8	Output tax 23%	 23,000	-82,59	-67,15	-15,44	44270000
			RV		8100002498		1000002426		07.04.2015		07.04.2015	07.04.2015				52302172								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002499		1000002424		07.04.2015		07.04.2015	07.04.2015				52302228								70700000				MWS	A2	Output tax 8%	  8,000	-89,00	-82,41	-6,59	44270000
			RV		8100002499		1000002424		07.04.2015		07.04.2015	07.04.2015				52302228								70403000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002500		1000002430		07.04.2015		07.04.2015	07.04.2015				52302289								70700000				MWS	A2	Output tax 8%	  8,000	-118,00	-109,26	-8,74	44270000
			RV		8100002501		1000002434		07.04.2015		07.04.2015	07.04.2015				52302184								70700000				MWS	A8	Output tax 23%	 23,000	-799,00	-649,59	-149,41	44270000
			RV		8100002502		1000002433		07.04.2015		07.04.2015	07.04.2015				52302238								70700000				MWS	A8	Output tax 23%	 23,000	-150,00	-121,95	-28,05	44270000
			RV		8100002503		1000002432		07.04.2015		07.04.2015	07.04.2015				52302227								70700000				MWS	A8	Output tax 23%	 23,000	-9,00	-7,32	-1,68	44270000
			RV		8100002503		1000002432		07.04.2015		07.04.2015	07.04.2015				52302227								70700000				MWS	A8	Output tax 23%	 23,000	-219,00	-178,05	-40,95	44270000
			RV		8100002504		1000002431		07.04.2015		07.04.2015	07.04.2015				52302229								70700000				MWS	A8	Output tax 23%	 23,000	-44,49	-36,17	-8,32	44270000
			RV		8100002504		1000002431		07.04.2015		07.04.2015	07.04.2015				52302229								70700000				MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002505		1000002435		07.04.2015		07.04.2015	07.04.2015				51476903								70700000				MWS	A8	Output tax 23%	 23,000	-187,00	-152,03	-34,97	44270000
			RV		8100002506		1000002437		07.04.2015		07.04.2015	07.04.2015				51789727								70700000				MWS	A2	Output tax 8%	  8,000	-159,00	-147,22	-11,78	44270000
			RV		8100002507		1000002436		07.04.2015		07.04.2015	07.04.2015				51101149								70700000			6762162626	MWS	A8	Output tax 23%	 23,000	-524,00	-426,02	-97,98	44270000
			RV		8100002507		1000002436		07.04.2015		07.04.2015	07.04.2015				51101149								70700000			6762162626	MWS	A8	Output tax 23%	 23,000	-12,00	-9,76	-2,24	44270000
			RV		8100002508		1000002444		07.04.2015		07.04.2015	07.04.2015				51996371								70700000				MWS	A8	Output tax 23%	 23,000	-1.124,99	-914,63	-210,36	44270000
			RV		8100002508		1000002444		07.04.2015		07.04.2015	07.04.2015				51996371								70700000				MWS	A8	Output tax 23%	 23,000	-15,00	-12,20	-2,80	44270000
			RV		8100002509		1000002440		07.04.2015		07.04.2015	07.04.2015				52031662								70700000				MWS	A8	Output tax 23%	 23,000	-99,00	-80,49	-18,51	44270000
			RV		8100002509		1000002440		07.04.2015		07.04.2015	07.04.2015				52031662								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002510		1000002439		07.04.2015		07.04.2015	07.04.2015				52031921								70700000				MWS	A8	Output tax 23%	 23,000	-199,00	-161,79	-37,21	44270000
			RV		8100002511		1000002441		07.04.2015		07.04.2015	07.04.2015				51639147								70700000				MWS	A8	Output tax 23%	 23,000	-56,95	-46,30	-10,65	44270000
			RV		8100002511		1000002441		07.04.2015		07.04.2015	07.04.2015				51639147								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002512		1000002442		07.04.2015		07.04.2015	07.04.2015				51647492								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100002512		1000002442		07.04.2015		07.04.2015	07.04.2015				51647492								70700000				MWS	A8	Output tax 23%	 23,000	-396,99	-322,76	-74,23	44270000
			RV		8100002512		1000002442		07.04.2015		07.04.2015	07.04.2015				51647492								70700000				MWS	A8	Output tax 23%	 23,000	-476,99	-387,80	-89,19	44270000
			RV		8100002512		1000002442		07.04.2015		07.04.2015	07.04.2015				51647492								70700000				MWS	A8	Output tax 23%	 23,000	-928,99	-755,28	-173,71	44270000
			RV		8100002513		1000002438		07.04.2015		07.04.2015	07.04.2015				52027876								70700000			6271740172	MWS	A8	Output tax 23%	 23,000	-223,84	-181,98	-41,86	44270000
			RV		8100002513		1000002438		07.04.2015		07.04.2015	07.04.2015				52027876								70700000			6271740172	MWS	A8	Output tax 23%	 23,000	-14,00	-11,38	-2,62	44270000
			RV		8100002514		1000002443		07.04.2015		07.04.2015	07.04.2015				51812310								70700000				MWS	A2	Output tax 8%	  8,000	-118,99	-110,18	-8,81	44270000
			RV		8100002514		1000002443		07.04.2015		07.04.2015	07.04.2015				51812310								70403000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100002515		1000002449		07.04.2015		07.04.2015	07.04.2015				52029911								70700000				MWS	A8	Output tax 23%	 23,000	-333,00	-270,73	-62,27	44270000
			RV		8100002516		1000002447		07.04.2015		07.04.2015	07.04.2015				51968450								70700000				MWS	A8	Output tax 23%	 23,000	-73,14	-59,46	-13,68	44270000
			RV		8100002516		1000002447		07.04.2015		07.04.2015	07.04.2015				51968450								70700000				MWS	A8	Output tax 23%	 23,000	-22,00	-17,89	-4,11	44270000
			RV		8100002517		1000002445		07.04.2015		07.04.2015	07.04.2015				52031466								70700000				MWS	A8	Output tax 23%	 23,000	-239,00	-194,31	-44,69	44270000
			RV		8100002517		1000002445		07.04.2015		07.04.2015	07.04.2015				52031466								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100002518		1000002446		07.04.2015		07.04.2015	07.04.2015				51970999								70700000				MWS	A8	Output tax 23%	 23,000	-65,01	-52,85	-12,16	44270000
			RV		8100002518		1000002446		07.04.2015		07.04.2015	07.04.2015				51970999								70700000				MWS	A8	Output tax 23%	 23,000	-35,09	-28,53	-6,56	44270000
			RV		8100002518		1000002446		07.04.2015		07.04.2015	07.04.2015				51970999								70700000				MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100002519		1000002448		07.04.2015		07.04.2015	07.04.2015				51894602								70700000			8393171173	MWS	A8	Output tax 23%	 23,000	-5,01	-4,07	-0,94	44270000
			RV		8100002519		1000002448		07.04.2015		07.04.2015	07.04.2015				51894602								70700000			8393171173	MWS	A8	Output tax 23%	 23,000	-16,00	-13,01	-2,99	44270000
			RV		8100002519		1000002448		07.04.2015		07.04.2015	07.04.2015				51894602								70700000			8393171173	MWS	A8	Output tax 23%	 23,000	-48,00	-39,02	-8,98	44270000
			RV		8100002519		1000002448		07.04.2015		07.04.2015	07.04.2015				51894602								70700000			8393171173	MWS	A8	Output tax 23%	 23,000	-16,00	-13,00	-3,00	44270000
			RV		8100002519		1000002448		07.04.2015		07.04.2015	07.04.2015				51894602								70700000			8393171173	MWS	A8	Output tax 23%	 23,000	-682,99	-555,28	-127,71	44270000
			RV		8100002520		1000002450		07.04.2015		07.04.2015	07.04.2015				51959430								70700000				MWS	A8	Output tax 23%	 23,000	-164,00	-133,33	-30,67	44270000
			RV		8100002521		1000002451		07.04.2015		07.04.2015	07.04.2015				50074056								70700000				MWS	A2	Output tax 8%	  8,000	-122,00	-112,96	-9,04	44270000
			RV		8100002522		1000002452		07.04.2015		07.04.2015	07.04.2015				52301913								70700000				MWS	A8	Output tax 23%	 23,000	-29,00	-23,58	-5,42	44270000
			RV		8100002523		1000002453		07.04.2015		07.04.2015	07.04.2015				51940483								70700000				MWS	A8	Output tax 23%	 23,000	-141,40	-114,96	-26,44	44270000
			RV		8100002524		1000002456		07.04.2015		07.04.2015	07.04.2015				52302297								70700000			879-222-73-95	MWS	A8	Output tax 23%	 23,000	-1.399,00	-1.137,40	-261,60	44270000
			RV		8100002525		1000002457		07.04.2015		07.04.2015	07.04.2015				51858110								70700000				MWS	A8	Output tax 23%	 23,000	-105,01	-85,37	-19,64	44270000
			RV		8100002526		1000002455		07.04.2015		07.04.2015	07.04.2015				50007056								70700000				MWS	A8	Output tax 23%	 23,000	-186,00	-151,22	-34,78	44270000
			RV		8100002527		1000002460		07.04.2015		07.04.2015	07.04.2015				51969909								70700000				MWS	A8	Output tax 23%	 23,000	-209,00	-169,92	-39,08	44270000
			RV		8100002528		1000002461		07.04.2015		07.04.2015	07.04.2015				50040155								70700000				MWS	A8	Output tax 23%	 23,000	-227,00	-184,55	-42,45	44270000
			RV		8100002529		1000002458		07.04.2015		07.04.2015	07.04.2015				51798938								70700000			5272597581	MWS	A8	Output tax 23%	 23,000	-54,00	-43,90	-10,10	44270000
			RV		8100002530		1000002454		07.04.2015		07.04.2015	07.04.2015				50130847								70700000				MWS	A8	Output tax 23%	 23,000	-63,00	-51,22	-11,78	44270000
			RV		8100002530		1000002454		07.04.2015		07.04.2015	07.04.2015				50130847								70700000				MWS	A8	Output tax 23%	 23,000	-67,00	-54,47	-12,53	44270000
			RV		8100002531		1000002459		07.04.2015		07.04.2015	07.04.2015				51886696								70700000				MWS	A8	Output tax 23%	 23,000	-94,99	-77,23	-17,76	44270000
			RV		8100002531		1000002459		07.04.2015		07.04.2015	07.04.2015				51886696								70700000				MWS	A8	Output tax 23%	 23,000	-35,98	-29,25	-6,73	44270000
			RV		8100002532		1000002462		07.04.2015		07.04.2015	07.04.2015				52019059								70700000				MWS	A8	Output tax 23%	 23,000	-99,99	-81,29	-18,70	44270000
			RV		8100002533		1000002463		07.04.2015		07.04.2015	07.04.2015				51891032								70700000				MWS	A8	Output tax 23%	 23,000	-154,00	-125,20	-28,80	44270000
			RV		8100002534		1000002464		07.04.2015		07.04.2015	07.04.2015				51299380								70700000				MWS	A8	Output tax 23%	 23,000	-63,00	-51,22	-11,78	44270000
			RV		8100002535		1000002466		07.04.2015		07.04.2015	07.04.2015				51737229								70700000			5261080779	MWS	A8	Output tax 23%	 23,000	-398,56	-324,03	-74,53	44270000
			RV		8100002536		1000002465		07.04.2015		07.04.2015	07.04.2015				50012790								70700000				MWS	A8	Output tax 23%	 23,000	-475,00	-386,18	-88,82	44270000
